participant_id,trial,condition,word,color,response,reaction_time
5,15,congruent,yellow,yellow,b,669.7776365221928
5,16,incongruent,red,yellow,y,1106.7515142176303
5,17,incongruent,yellow,green,b,1027.6871789977297
5,18,incongruent,green,blue,r,1037.4594950478192
5,19,incongruent,green,red,y,1103.6232202502267
5,20,congruent,red,red,y,653.7739409122995
5,21,congruent,yellow,yellow,g,643.6905225549358
5,22,congruent,blue,blue,g,559.5451748976586
5,23,congruent,blue,blue,g,624.07550528151
5,24,congruent,yellow,yellow,r,531.1723612335118
5,25,incongruent,green,red,g,1022.423876835519
5,26,congruent,blue,blue,b,648.3692247902917
5,27,congruent,yellow,yellow,g,534.9179020661995
5,28,congruent,blue,blue,b,518.0396430188358
5,29,incongruent,blue,red,y,1282.3026565453515
5,30,congruent,blue,blue,b,601.6216219881494
5,31,congruent,green,green,g,585.5034555466503
5,32,congruent,yellow,yellow,r,580.1496125427853
5,33,congruent,green,green,g,660.2010261445736
5,34,congruent,red,red,g,878.1352573948773
5,35,congruent,blue,blue,y,582.1828359825964
5,36,incongruent,yellow,red,b,1094.5535547292302
5,37,congruent,blue,blue,r,621.8751345331711
5,38,incongruent,yellow,green,b,1050.8965171273112
5,39,incongruent,green,red,b,1170.582291659308
5,40,incongruent,green,red,r,1211.3192089426057
6,1,incongruent,yellow,green,y,689.3172147298849
6,2,congruent,red,red,r,606.6360800128119
6,3,congruent,green,green,y,648.5127025051231
6,4,incongruent,yellow,blue,r,803.3017359626527
6,5,congruent,red,red,g,679.2639259550381
6,6,congruent,green,green,r,845.629134951529
6,7,congruent,blue,blue,g,628.4392005652489
6,8,incongruent,green,red,r,751.4746626465737
6,9,incongruent,red,green,r,687.6124512766398
6,10,congruent,yellow,yellow,g,774.7173451555122
6,11,incongruent,green,red,r,763.857773786143
6,12,incongruent,red,yellow,y,684.1717486914256
6,13,congruent,green,green,r,634.4312496884086
6,14,congruent,blue,blue,r,768.3223773196584
6,15,congruent,green,green,r,566.9470492554076
6,16,congruent,yellow,yellow,y,611.8790294456414
6,17,congruent,red,red,y,570.822457530168
6,18,incongruent,red,green,y,817.4667075739593
6,19,congruent,green,green,b,801.7969044277665
6,20,incongruent,yellow,green,r,903.1181848952028
6,21,incongruent,blue,green,r,700.7435724747442
6,22,incongruent,green,yellow,y,690.3269505614
6,23,congruent,blue,blue,b,636.5771112073226
6,24,incongruent,blue,red,y,835.4825187701831
6,25,incongruent,blue,yellow,b,772.639015188716
6,26,congruent,green,green,r,665.4020570339961
6,27,incongruent,blue,red,r,732.0606365859875
6,28,incongruent,red,green,g,641.3333770713864
6,29,incongruent,yellow,red,r,717.6020838881855
6,30,congruent,yellow,yellow,r,803.7800616330866
6,31,congruent,green,green,b,631.6245554715852
6,32,incongruent,yellow,red,r,739.4691001385376
6,33,congruent,red,red,r,590.3237350094684
6,34,incongruent,green,blue,r,780.2132600497628
6,35,incongruent,green,red,y,700.7767893119667
6,36,congruent,blue,blue,r,689.2193014087587
6,37,congruent,green,green,y,713.1798317793986
6,38,incongruent,yellow,green,g,796.133533029128
6,39,congruent,yellow,yellow,y,622.1549256440705
6,40,incongruent,green,red,y,665.4472613675222
7,1,congruent,yellow,yellow,g,609.9435868264222
7,2,incongruent,yellow,blue,g,1243.593554206007
7,3,congruent,green,green,y,596.0986829008858
7,4,congruent,red,red,g,691.217464401857
7,5,congruent,blue,blue,r,673.7807340481511
7,6,incongruent,green,blue,b,1303.233387393793
7,7,congruent,green,green,r,757.5676414445239
7,8,congruent,blue,blue,b,870.9197888664479
7,9,congruent,yellow,yellow,r,704.4067155817179
7,10,incongruent,green,red,b,1196.789306966047
7,11,incongruent,yellow,red,y,979.2648778426944
7,12,congruent,blue,blue,r,709.6396514916424
7,13,congruent,yellow,yellow,g,846.6115448237998
7,14,incongruent,red,blue,y,1187.7585131379738
7,15,incongruent,green,red,b,1078.0976840831038
7,16,incongruent,yellow,green,y,1154.0404106849458
7,17,congruent,blue,blue,g,725.9705749032714
7,18,incongruent,yellow,blue,b,1187.3881098127003
7,19,incongruent,red,green,y,1126.923647333169
7,20,incongruent,green,blue,r,1109.1349923409898
7,21,incongruent,blue,green,g,1133.771285500206
7,22,congruent,yellow,yellow,y,678.5549456647049
7,23,incongruent,yellow,blue,b,1084.0624921731276
7,24,incongruent,red,blue,g,1088.684680361566
7,25,incongruent,green,blue,b,1080.5974332362275
7,26,congruent,red,red,r,655.6410854638136
7,27,incongruent,red,green,r,1223.8029637006512
7,28,congruent,blue,blue,b,688.6826133985518
7,29,congruent,red,red,b,665.5492883102087
7,30,incongruent,green,red,r,1125.751163661204
7,31,congruent,yellow,yellow,r,711.6456341610229
7,32,congruent,red,red,b,710.652852305829
7,33,congruent,green,green,y,769.191172384179
7,34,congruent,red,red,b,627.7465534788741
7,35,incongruent,red,yellow,y,1123.5594241082276
7,36,incongruent,green,red,y,1008.165121503348
7,37,incongruent,yellow,green,b,1174.5318238406226
7,38,incongruent,red,green,y,1121.7610681133965
7,39,congruent,blue,blue,y,838.4156967198418
7,40,congruent,blue,blue,y,805.1948028242551
8,1,incongruent,green,red,r,849.9712456992112
8,2,incongruent,red,blue,b,896.3882152061697
8,3,congruent,green,green,b,790.0274939609234
8,4,congruent,green,green,g,839.3824758599351
8,5,congruent,yellow,yellow,g,781.6553771138147
8,6,incongruent,green,yellow,g,766.257536884669
8,7,incongruent,blue,green,y,748.3938155739412
8,8,congruent,blue,blue,g,707.7158857682663
8,9,congruent,yellow,yellow,b,691.7130151917252
8,10,incongruent,blue,yellow,g,788.5041492080608
8,11,incongruent,green,red,b,815.0232051421907
8,12,incongruent,yellow,blue,b,840.4353465322761
8,13,incongruent,red,green,g,927.5709912385396
8,14,incongruent,blue,green,r,922.4109155758184
8,15,congruent,blue,blue,b,821.302021561585
8,16,incongruent,green,red,b,958.231768510022
8,17,congruent,red,red,r,703.4795589941588
8,18,incongruent,yellow,red,b,662.340072028835
8,19,congruent,green,green,b,695.3703979578007
8,20,incongruent,red,yellow,g,884.0188929661696
8,21,congruent,red,red,g,850.2329467068124
8,22,incongruent,blue,red,b,763.2617944050733
8,23,congruent,red,red,b,581.9621134009292
8,24,incongruent,yellow,green,g,739.2758495153937
8,25,congruent,blue,blue,g,672.5102979687081
8,26,incongruent,blue,green,g,986.4828333217274
8,27,congruent,yellow,yellow,b,748.9540054652615
8,28,congruent,green,green,y,720.9164537513602
8,29,congruent,red,red,r,700.7574199128632
8,30,incongruent,green,yellow,y,795.3131953358833
8,31,congruent,blue,blue,g,556.6363204765331
8,32,incongruent,blue,red,b,685.3384799333462
8,33,congruent,blue,blue,g,774.3688101535396
8,34,congruent,red,red,g,643.8368881986215
8,35,congruent,yellow,yellow,y,699.4858891671206
8,36,incongruent,blue,yellow,g,879.7588240830443
8,37,incongruent,yellow,red,y,722.7850216176789
8,38,congruent,yellow,yellow,r,783.5050381289135
8,39,incongruent,green,yellow,b,775.3563752219501
8,40,congruent,yellow,yellow,r,668.7821982611283
9,1,congruent,green,green,r,777.9811163895484
9,2,congruent,red,red,y,668.2749129976065
9,3,congruent,yellow,yellow,y,761.3354279170669
9,4,incongruent,blue,green,r,818.2782484587907
9,5,incongruent,red,blue,r,925.250399367888
9,6,incongruent,blue,red,y,997.2826647281836
9,7,congruent,red,red,g,735.5649190591228
9,8,incongruent,blue,green,g,713.6452464345255
9,9,congruent,blue,blue,g,874.8465979902614
9,10,incongruent,red,green,r,632.1461339637661
9,11,congruent,yellow,yellow,r,719.6695539293154
9,12,incongruent,blue,red,y,796.0473517208496
9,13,congruent,red,red,g,796.3923309634786
9,14,incongruent,red,green,b,788.9231203167734
9,15,congruent,yellow,yellow,r,832.0975509122536
9,16,incongruent,yellow,green,y,868.2864432818787
9,17,incongruent,green,red,y,872.7614668783453
9,18,incongruent,green,yellow,r,787.4074605643808
9,19,incongruent,blue,green,y,841.5010108205049
9,20,incongruent,green,red,g,800.8969957454692
9,21,congruent,red,red,y,613.2200835294982
9,22,incongruent,yellow,blue,r,720.1094074544565
9,23,congruent,yellow,yellow,r,670.2959661853988
9,24,congruent,red,red,y,858.802600120364
9,25,congruent,green,green,y,769.2472487069788
9,26,congruent,green,green,y,884.2393183689479
9,27,congruent,green,green,g,830.2635329873806
9,28,incongruent,blue,green,y,594.2941575580505
9,29,incongruent,green,blue,y,799.5122205858789
9,30,incongruent,green,red,r,824.4804067081112
9,31,congruent,red,red,b,772.5321527913907
9,32,congruent,blue,blue,y,682.3231863523582
9,33,incongruent,green,yellow,g,651.3070243274711
9,34,incongruent,blue,red,g,777.1735145750495
9,35,congruent,green,green,g,828.0347662067127
9,36,congruent,blue,blue,r,807.5889470061109
9,37,congruent,blue,blue,b,898.9353260752508
9,38,congruent,green,green,g,846.6602615109556
9,39,incongruent,green,yellow,g,745.8180084272077
9,40,incongruent,yellow,green,y,757.3836700824185
10,1,incongruent,green,blue,y,931.6654270152573
10,2,congruent,blue,blue,b,800.1130812987504
10,3,incongruent,blue,yellow,r,981.2151528481194
10,4,incongruent,green,yellow,g,1018.83087579418
10,5,incongruent,yellow,blue,r,915.2121601179696
10,6,congruent,red,red,r,788.9744939726806
10,7,congruent,yellow,yellow,r,984.2924554808192
10,8,incongruent,blue,green,y,1030.044902182019
10,9,congruent,red,red,y,1000.7508338257508
10,10,incongruent,red,yellow,g,954.1351960550392
10,11,incongruent,blue,red,y,1043.7550799877604
10,12,congruent,yellow,yellow,r,943.7550493306612
10,13,congruent,blue,blue,g,998.2273819745448
10,14,congruent,yellow,yellow,g,895.0780135165243
10,15,congruent,red,red,y,1125.5388612568622
10,16,congruent,yellow,yellow,b,954.0983122367292
10,17,incongruent,blue,green,g,1031.2852156788683
10,18,incongruent,yellow,red,b,1086.8068560257284
10,19,incongruent,green,yellow,b,1126.3524013802112
10,20,incongruent,green,red,y,949.7085814935102
10,21,incongruent,green,blue,r,1083.7253136386153
10,22,incongruent,green,blue,r,1054.157452687682
10,23,congruent,red,red,b,885.0385098726053
10,24,incongruent,yellow,green,y,987.7033981775536
10,25,congruent,blue,blue,y,931.0523999004524
10,26,congruent,yellow,yellow,g,915.7730523563496
10,27,congruent,green,green,g,973.0075967040984
10,28,congruent,green,green,y,895.3139258430571
10,29,incongruent,green,blue,b,1136.3788391438347
10,30,incongruent,red,blue,y,843.4550836222496
10,31,incongruent,green,red,g,970.1819687620092
10,32,congruent,yellow,yellow,r,915.4135392555248
10,33,congruent,blue,blue,g,1014.1708517392734
10,34,congruent,blue,blue,b,852.4545335772036
10,35,congruent,blue,blue,y,856.564286463894
10,36,incongruent,green,blue,g,964.3031399180102
10,37,congruent,yellow,yellow,b,997.6097486637324
10,38,incongruent,green,yellow,g,1052.5657026778567
10,39,congruent,blue,blue,b,962.450414730486
10,40,incongruent,yellow,green,r,925.2197127935244
11,1,incongruent,blue,green,b,925.0084999941766
11,2,congruent,green,green,r,640.7849922405196
11,3,incongruent,red,yellow,y,785.9248847845511
11,4,congruent,blue,blue,b,625.6605985792137
11,5,congruent,green,green,r,711.597238646873
11,6,incongruent,blue,green,r,902.5461583477426
11,7,incongruent,green,blue,y,923.9193699480188
11,8,congruent,yellow,yellow,y,722.4210088761355
11,9,congruent,green,green,r,617.9854701847083
11,10,incongruent,green,red,y,958.0216823972556
11,11,incongruent,red,green,b,1092.8016147816938
11,12,incongruent,blue,red,y,843.5281186721721
11,13,incongruent,yellow,red,y,999.8608933617244
11,14,congruent,green,green,g,536.7216079034123
11,15,incongruent,red,yellow,r,911.1106850544236
11,16,incongruent,yellow,red,r,931.2793286686594
11,17,congruent,green,green,r,661.3300498990633
11,18,congruent,green,green,b,690.1921326039557
11,19,incongruent,yellow,green,b,723.0064006587199
11,20,congruent,blue,blue,b,662.8808498465028
11,21,congruent,green,green,g,721.0259457351316
11,22,incongruent,green,blue,g,820.554515616846
11,23,congruent,yellow,yellow,b,703.18810708622
11,24,incongruent,red,yellow,b,1043.3656491597249
11,25,incongruent,yellow,green,y,987.7874235665646
11,26,congruent,blue,blue,b,708.1436169825755
11,27,congruent,red,red,r,666.4580071431559
11,28,incongruent,yellow,green,r,864.9783264637359
11,29,congruent,yellow,yellow,y,658.9486384992306
11,30,congruent,red,red,b,686.9486851112564
11,31,congruent,red,red,y,729.2778464610598
11,32,congruent,yellow,yellow,g,457.31341521510274
11,33,incongruent,yellow,green,g,885.7640722142808
11,34,incongruent,red,blue,r,901.895751355384
11,35,incongruent,green,red,g,1031.6908900903777
11,36,congruent,green,green,r,575.2732174234726
11,37,incongruent,green,blue,b,814.8117641287544
11,38,incongruent,yellow,red,r,1002.7867587351944
11,39,congruent,red,red,r,624.343063272361
11,40,congruent,red,red,b,635.6712102900514
12,1,congruent,red,red,g,933.7139721405432
12,2,incongruent,blue,yellow,r,964.3220009136356
12,3,incongruent,green,red,r,950.190501821348
12,4,congruent,green,green,g,1061.335147596635
12,5,incongruent,red,yellow,r,963.230574920824
12,6,congruent,red,red,y,808.3260211533731
12,7,incongruent,blue,yellow,y,1071.4455197787204
12,8,incongruent,blue,green,y,958.9267309093492
12,9,incongruent,blue,red,y,1078.2461409476875
12,10,incongruent,green,red,r,894.0223233843459
12,11,incongruent,yellow,blue,g,955.3537887120384
12,12,incongruent,yellow,blue,r,1051.2024964387658
12,13,incongruent,yellow,green,r,1118.429698298009
12,14,incongruent,green,red,y,993.579740473212
12,15,congruent,yellow,yellow,y,759.6391559882748
12,16,congruent,red,red,g,1007.6184759226855
12,17,incongruent,yellow,green,r,1139.4788244339927
12,18,incongruent,green,yellow,g,1022.925601383526
12,19,congruent,red,red,g,841.6026384208074
12,20,incongruent,red,blue,g,962.297174741417
12,21,congruent,red,red,r,920.903863316746
12,22,incongruent,red,green,g,953.5675041960176
12,23,congruent,blue,blue,r,948.9003557948432
12,24,congruent,red,red,b,1043.1772054614255
12,25,congruent,red,red,g,985.7386615648932
12,26,congruent,red,red,g,1045.8869732768096
12,27,congruent,red,red,y,956.5217936174146
12,28,incongruent,red,blue,r,1040.7173010144083
12,29,congruent,red,red,y,1025.305190916938
12,30,congruent,green,green,b,1008.89452138414
12,31,congruent,green,green,r,1056.243287634453
12,32,congruent,red,red,g,990.9623263160254
12,33,incongruent,yellow,blue,g,1119.3862792449827
12,34,incongruent,blue,red,g,1011.2856725768596
12,35,congruent,green,green,y,1086.945167160584
12,36,incongruent,yellow,green,y,986.6576147188108
12,37,congruent,blue,blue,g,1029.727252434414
12,38,incongruent,green,yellow,b,875.6092110920491
12,39,congruent,yellow,yellow,r,1007.3360957781438
12,40,congruent,blue,blue,y,873.2294201208499
13,1,incongruent,green,yellow,g,893.8580267144296
13,2,incongruent,yellow,green,g,804.889997549811
13,3,incongruent,yellow,red,b,817.7818832166284
13,4,incongruent,yellow,green,g,947.1630365220578
13,5,incongruent,yellow,blue,r,901.3671822966472
13,6,incongruent,red,blue,y,797.0699360824337
13,7,congruent,yellow,yellow,b,781.130233068178
13,8,incongruent,yellow,blue,y,870.2288866296439
13,9,congruent,yellow,yellow,y,638.1026913663301
13,10,congruent,red,red,b,737.0775463881322
13,11,incongruent,blue,red,y,793.3913951541676
13,12,incongruent,green,yellow,r,958.7086278563232
13,13,congruent,green,green,b,709.5844280817298
13,14,incongruent,red,green,g,936.6507275788368
13,15,incongruent,yellow,red,b,828.4143956915296
13,16,incongruent,green,blue,y,755.8325003840348
13,17,congruent,yellow,yellow,g,661.9968072249765
13,18,congruent,blue,blue,b,838.0988685353013
13,19,congruent,blue,blue,r,677.4718322562062
13,20,incongruent,red,blue,b,827.2509559404486
13,21,congruent,blue,blue,r,752.1209885372118
13,22,congruent,blue,blue,b,722.4961468093138
13,23,congruent,yellow,yellow,b,721.1356408332044
13,24,congruent,blue,blue,g,699.485637987747
13,25,congruent,green,green,g,764.9757570022163
13,26,incongruent,yellow,red,r,888.5754338653824
13,27,congruent,green,green,g,620.7490216068281
13,28,congruent,red,red,y,770.25717378241
13,29,incongruent,red,yellow,r,868.7762819692845
13,30,congruent,yellow,yellow,b,599.3020466500781
13,31,incongruent,red,green,g,861.8211138629403
13,32,congruent,blue,blue,r,814.205547082686
13,33,incongruent,yellow,red,r,893.0136237290019
13,34,incongruent,green,red,y,868.954027302388
13,35,congruent,yellow,yellow,g,820.2723928168609
13,36,congruent,yellow,yellow,g,733.0729844802281
13,37,congruent,red,red,y,717.6538415989894
13,38,incongruent,blue,yellow,b,866.0215999270364
13,39,incongruent,yellow,blue,g,710.9057377269738
13,40,congruent,blue,blue,g,811.4750838913736
14,1,congruent,green,green,r,891.4136531437563
14,2,congruent,yellow,yellow,r,916.5123896068698
14,3,congruent,yellow,yellow,y,904.7218867913444
14,4,congruent,blue,blue,b,920.560777173612
14,5,congruent,green,green,g,856.0489638253636
14,6,incongruent,yellow,green,g,900.323978334908
14,7,incongruent,red,green,r,966.6753372029808
14,8,congruent,green,green,g,837.5799432326414
14,9,congruent,yellow,yellow,r,983.0086033964262
14,10,congruent,green,green,y,786.8338226027722
14,11,congruent,green,green,r,782.6639529900607
14,12,incongruent,green,blue,y,1001.2604470917572
14,13,incongruent,yellow,blue,y,1084.633975930507
14,14,incongruent,red,blue,y,972.4643980625326
14,15,congruent,yellow,yellow,b,811.1612375690886
14,16,congruent,yellow,yellow,g,838.468334550853
14,17,incongruent,green,blue,y,979.5456542352944
14,18,congruent,green,green,g,805.2648925038682
14,19,congruent,yellow,yellow,r,860.1625136971453
14,20,incongruent,blue,yellow,b,1037.0276142119862
14,21,congruent,yellow,yellow,b,871.3440228750422
14,22,congruent,red,red,g,818.6780986791524
14,23,incongruent,blue,red,y,974.8876225278136
14,24,incongruent,yellow,blue,b,1012.9378057278324
14,25,congruent,red,red,y,771.4668525703601
14,26,congruent,blue,blue,r,875.7701594923379
14,27,congruent,red,red,b,713.6952656022518
14,28,incongruent,yellow,blue,y,1073.3750193322385
14,29,incongruent,green,blue,r,995.1817880729072
14,30,incongruent,green,blue,y,1211.4597688054218
14,31,incongruent,green,blue,b,921.2525564286284
14,32,congruent,yellow,yellow,b,926.2745699844396
14,33,incongruent,green,blue,b,1086.3509271868832
14,34,incongruent,red,green,r,1068.200996449904
14,35,congruent,green,green,b,778.6559317126134
14,36,incongruent,green,yellow,g,921.1518478923614
14,37,incongruent,blue,yellow,b,1105.8985500740853
14,38,incongruent,red,blue,r,1149.1948679477146
14,39,incongruent,green,yellow,y,1086.1738355159328
14,40,incongruent,red,green,b,954.465488968309
15,1,incongruent,yellow,blue,y,780.613545926382
15,2,congruent,green,green,y,712.7966667223783
15,3,incongruent,red,green,b,910.621746553872
15,4,incongruent,red,yellow,y,975.8276595160254
15,5,congruent,blue,blue,y,776.0991962707423
15,6,congruent,yellow,yellow,r,549.9816033869482
15,7,incongruent,red,blue,g,873.2537528885877
15,8,congruent,yellow,yellow,r,672.8590363793344
15,9,incongruent,blue,green,y,852.8185007850687
15,10,incongruent,yellow,red,y,1030.4294873247131
15,11,congruent,yellow,yellow,y,692.1310618983911
15,12,congruent,blue,blue,r,630.916318486103
15,13,incongruent,yellow,red,g,1003.1782021665114
15,14,incongruent,blue,green,r,925.7631274635784
15,15,congruent,green,green,b,599.7913903102623
15,16,incongruent,red,green,b,711.1530416927882
15,17,incongruent,blue,green,g,913.0673821223209
15,18,congruent,red,red,r,603.9596998304958
15,19,congruent,yellow,yellow,r,672.2722169462428
15,20,incongruent,blue,green,g,843.4616940029377
15,21,incongruent,red,green,g,973.1324552724996
